site_code;site_name;type_name;region_name;Chronology;data_valid_start;data_valid_end;weight;sampling_notes;extra_notes;short_ref;culture_type;x;y;Triticum aestivum/durum;Triticum dicoccum;Triticum monococcum;Avena sp;Hordeum vulgare;Panicum milliaceum;Secale cereale;Setaria italica;Sorghum bicolor;Cerealia ind;Leguminosae;Lens culinaris;Pisum sativum;Vicia faba;Vicia sativa;Vicia sp;Lathyrus cicera/sativus;Cicer aretinum;Cornus mas;Corylus avellana;Ficus carica;Fragaria vesca;Juglans regia;Castanea sativa;Malus domestica;Olea europaea L;Prunus cerasus;Prunus avium;Prunus sp;Prunus persica;Prunus domestica;Prunus spinosa;Rubus fruticosus;Pyrus communis;Sambucus nigra;Cucumis melo;Vitis vinifera;Linum usatissimus;Sorbus sp
35;Vada Sabatia, layer II;Rural site, villa;Liguria;LR;3;3;1.0000;Well fill. Sample size: 10 liters. Total concentration (10l): 1748 Composite sampling. Fossilisation: both waterlogged and charred;Layer II (241–211 cm deep, 120 l volume): This layer was very dark and rich in organic matter, with highly carbonised wood and building rubble. There was also an appliqué, depicting the baby Dionysus, belonging to a small bronze container of a type known from Cisalpine Gaul in the third century AD (Bulgarelli and Panizzoli 2010). The high amounts of Ficus achenes, which are typical of latrine sediment spectra, suggest the presence of human excrements in the well.;Arobba et al 2013;Late Roman;8.433361957253506;44.264927584208856;1;1;;;1;;1;;;;;;;1;;6;;;;1;748;;12;8;1;2;1;1;5;1;2;;;;188;;3;20;
35;Vada Sabatia, layer I;Rural site, villa;Liguria;LR;3;4;0.5000;Well fill. Sample size: 10 liters. Total concentration (10l): 1372 Composite sampling. Fossilisation: both waterlogged and charred;ayer I (211–178 cm deep, 72 l volume): This was a very dark deposit with high organic content. It contained amphorae and common micac- eous pottery from Provence, Terra Sigillata italica, the wooden handle of a tool and three bronze vases, together with a Gallieno coin. This material all seems to have been part of a ‘treasure’, that was intentionally hidden, perhaps during difficult political or economic times, but which was never recovered. The high amounts of Ficus achenes, which are typical of latrine sediment spectra, suggest the presence of human excrements in the well ;Arobba et al 2013;Late Roman;8.433361957253506;44.264927584208856;3;5;;;;;;;;;;;;;;;;;;1;460;3;22;90;;4;16;;20;4;;;;5;85;;37;8;
37;Augusta Bagiennorum, 2nd-3rd c.;Urban;Piemonte;LR;2;3;0.5000;;The results on this row are the combination of layers: 38, 39, 44, 51, 60, 609;Caramiello et al 2014;Roman;7.854607320406077;44.55936193040618;;;1;;;;;;;8;;;;;;1;;;;3;;;;;;;;;;;;;;;;;;;
38;Mezzocorona, loc. Drei Canè;Rural;Trentino-Alto Adige/Südtirol;LR;-1;5;0.1429;A good sampling strategy, from 22 layers and a good explaination by the authors about how they identified the taxa;This row does not include fragments;Castiglioni and Rottoli 1994;Roman;11.120527702600489;46.203081828249424;61;22;4;;53;27;;3;;62;;8;;3;8;11;1;;;2;;;10;;;;;;;3;;;1;;1;;144;;
40;Ventimiglia, sito di Albintimilium;Urban;Liguria;LR;2;3;0.5000;from three planters;;Arobba et al 2005;Roman;7.625077832623806;43.78922984798364;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;12;;
60;Case Nuove, Cinigiano, Phase 1.3;Rural;Toscana;LR;3;3;1.0000;Case Nuove: from the SU 5048, a cistern deposit;Ruderals, wet environments, other environments plants are included.;Mercuri et al 2020a;Roman;11.34589342010911;42.89164959900157;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;1;;
60;Case Nuove, Cinigiano, Phase 2;Rural;Toscana;LR;4;5;0.5000;"Case Nuove: from the late Roman square pit surface and fill.; This entry only contains the caryopsis";"Triticum sp. has been counted under ""cerealia ind"" (tot. 23); Ruderals, wet environments, other environments plants are included.";Mercuri et al 2020a;Late Roman;11.34589342010911;42.89164959900157;7;4;6;;55;;;;;61;2;12;1;;1;;;;;;;;8;;;23;;;;;;;;;;;259;;
84;Padova, Borgomagno;Necropolis;Veneto;LR;-1;3;0.2000;variable quantity (from 0.25 to 4l);;Rottoli and Castiglioni 2011;Roman;11.877752898477562;45.41816769710538;;;;;;;;49;;;22;;;10;;;;;;;60;;1;;;;;;;;;;;;;;19;;
85;Padova, Banca Etica;Necropolis;Veneto;LR;-1;3;0.2000;visual sampling 4l from one burial (out of 11);;Rottoli and Castiglioni 2011;Roman;11.879478683413282;45.41677742958558;;;;;;;;1;;;;;;;;;;;;;21;;;;;15;;;;2;12;;;;;;1;;
86;Verona, Porta Palio e Spianà;Necropolis;Veneto;LR;-1;3;0.2000;variable quantity (from 1 to 10l) + visual sampling;;Rottoli and Castiglioni 2011;Roman;10.979868712960371;45.43571710297538;16;;;;;1;;4;;50;39;;;;2;;;;;;7;;;;;;;;1;;;;;;;;9;;
87;Nave;Necropolis;Lombardia;LR;-1;3;0.2000;variable quantity (not specified) + visual sampling;secondary burials;Rottoli and Castiglioni 2011;Roman;10.286680846651896;45.585002902041424;22;;;;15;;;;;42;39;5;;36;;1;;;;19;3;;1;;1;12;;;;;1;;;1;;;5;;
88;Manerbio, Cascina Trebeschi;Necropolis;Lombardia;LR;-1;3;0.2000;"variable quantity (3.4 to 6l ca.) + visual sampling; complete state of analysis (>0.5 mesh)";"5 busta + 10 secondary burials; cornus mas and pomegranade found";Rottoli and Castiglioni 2011;Roman;10.127552867925699;45.3455980250891;;;;;1;;;5;;46;2;;2;;;;;;;9;;1;56;;;;;;1;2;1;;;;;;10;;
89;Bergamo, via degli Orti;Necropolis;Lombardia;LR;-1;3;0.2000;15l;secondary burial;Rottoli and Castiglioni 2011;Roman;9.654994889936845;45.70648740560144;;;;;;;;;;;1;;;;;;;;;5;;;2;;;1;;;1;;;;;;;;2;;
90;Mariano Comense, via T. Grossi;Necropolis;Lombardia;LR;-1;3;0.2000;variable quantity (from 1 to 10l) + visual sampling;incomplete analysis (>2 mm);Rottoli and Castiglioni 2011;Roman;9.172840892472001;45.70331870545088;;;1;;;;;1;;1;;;;;;;;;;1;;;4;10;;;;;;2;;;;;;;;;
92;Cerrione;Necropolis;Lombardia;LR;-1;3;0.2000;variable quantity (5l or more) + visual sampling;"15 busta + 67 secondary burials; incomplete analysis (>0.5mm pro parte) ";Rottoli and Castiglioni 2011;Roman;8.045738104842322;45.578320899715465;2;;1;;;4;1;2;;8;117;5;;58;1;;;;4;579;76;;113;140;6;;;;;3;3;;;12;;1;279;;
93;Albenga, via Pontelungo;Necropolis;Liguria;LR;-1;3;0.2000;"1 bustum (17l + visual sampling); 2 secondary burials (18l and 25l + vs)";Worth noticing that many of these burials contain Phoenix d.;Rottoli and Castiglioni 2011;Roman;8.21321587814639;44.053293753072694;1;6;;;1;;;;;12;1;;;;;;;;;653;225;;1;;;;;;;;;;;;;;21;;
95;Roma, Schola Praeconum;Urban;Lazio;LR;5;5;1.0000;;;Whitehouse et al 1985;Late Roman;12.485082999997013;41.88769655093908;1;2;;1;1;;;;;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;
107;S. Giovanni di Ruoti, Phase 1;Rural site, villa;Basilicata;LR;1;3;0.3333;Phase 1: This phase provided only 1 seed. The soil samples were contained in 0.3-litre bags, and they were considered too small for regular+flotation methods. Consequently, instead of being subjected to water separation, they were screened and sorted without prior treatment, so as to maximize the extraction of charred material. Soil was passed through a coarse 2- mm screen and examined for wood charcoal and large seeds. The material was then passed through a 300-micrometre mesh, so as to remove fine mineral dust and to concentrate the sam- ples+further. Only seeds were removed. An ST 300 dissection stereoscope facilitated sorting and identification.;Wood charcoal analysis available.;Monckton 2002;Roman;15.669902140170347;40.73911711017891;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;S. Giovanni di Ruoti, Phase 2;Rural site, villa;Basilicata;LR;4;4;1.0000;Phase 2: This phase only provided 28 seeds, mostly weeds. The soil samples were contained in 0.3-litre bags, and they were considered too small for regu- lar+flotation methods. Consequently, instead of being subjected to water separation, they were screened and sorted without prior treatment, so as to maximize the extraction of charred material. Soil was passed through a coarse 2- mm screen and examined for wood charcoal and large seeds. The material was then passed through a 300-micrometre mesh, so as to remove fine mineral dust and to concentrate the sam- ples+further. Only seeds were removed. An ST 300 dissection stereoscope facilitated sorting and identification.;Wood charcoal analysis available.;Monckton 2002;Late Roman;15.669902140170347;40.73911711017891;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;
107;S. Giovanni di Ruoti, Phase 3B;Rural site, villa;Basilicata;LR;5;6;0.5000;Phase 3B: The soil samples were contained in 0.3-litre bags, and they were considered too small for regu- lar+flotation methods. Consequently, instead of being subjected to water separation, they were screened and sorted without prior treatment, so as to maximize the extraction of charred material. Soil was passed through a coarse 2- mm screen and examined for wood charcoal and large seeds. The material was then passed through a 300-micrometre mesh, so as to remove fine mineral dust and to concentrate the sam- ples+further. Only seeds were removed. An ST 300 dissection stereoscope facilitated sorting and identification.;Wood charcoal analysis available.;Monckton 2002;Late Roman;15.669902140170347;40.73911711017891;2;;;;13;;;;;4;;;1;;;;;;;;1;;;;1;;;6;;;;;;;1;;;;
109;Brescia, via Alberto Mario;Urban;Lombardia;LR;5;6;0.5000;The sample of Panicum miliaceum has to be multiplied by 10, because it refers to a sample 1/10 of the total.;The carpological remains from the Early Medieval context perhaps belonged to a small food store that was carbonized during a fire. Scarce seed/fruit remains were found in a 12th-13th century level- ling layer.;Castiglioni and Rottoli 2019;Goth;10.230896521429843;45.53750757759999;3;2;750;7;;21000;62;3;;;;9;;16;;;;;;;;;;5;;;;;;;;;;;;;1;;
112;Brescia, S. Giulia - Roman domus;Urban;Lombardia;LR;1;5;0.2000;"1 Sample (Roman domus); Charcoal available";;Castiglioni and Rottoli 2019;Roman;10.228382817765326;45.54056461482653;3;;;;2;;;;;3;4;1;;;;;;;;;;;24;;;1;;;;;;;;;;;1;;
112;Brescia, S. Giulia - Goth occupation;Urban;Lombardia;LR;5;6;0.5000;11 samples from the period of Goth occupation (450-569): stores;;Castiglioni and Rottoli 2019;Goth;10.228382817765326;45.54056461482653;1334;5;652;17;1091;368;2447;4;269;377;156;514;145;1077;856;;1496;;7;2;;1;105;;;;;2;1;3;;;;;;;13;;
118;Modena, ex Cinema Capitol, post-domus phase;Urban;Emilia-Romagna;LR;2;3;0.5000;"layer: 39, 17, cut 1; sample: 33 litres";"This is a very in-detail analysis, inclusive of ruderal, wetland, ornamental, aromatic plants. These taxa have been omitted from this table, but can be retrieved online from the attachment to the publication; This is a very in-detail analysis, inclusive of ruderal, wetland, ornamental, aromatic plants. These taxa have been omitted from this table, but can be retrieved online from the attachment to the publication. A rich Roman domus was discovered during construction works below ground level in the historical centre of the town. Archaeological deposits from the Roman age, lying on top of alluvial layers, were found at a depth of around 7e3 m. Several coins and a great quantity of ceramic items made it possible to attribute the layers of the domus to different chronological phases (Benassi and Guandalini, 2011). The domus was built over layers dating to the early phases of Romanisation in the Republican age (3rde2nd century BC), renovated in the early Imperial age (1ste2nd century AD), and then abandoned around the 2nd-3rd century AD.";Bosi et al 2015;Roman;10.928232455077998;44.64481839890194;;1;1;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;1;;2;;
119;Modena, viale Amendola, woodland - alluvial deposit;Rural;Emilia-Romagna;LR;4;6;0.3333;"Phase B: Woodland (4th - 5th AD/ 455-537 cal AD°); Layer: 7, 6°, 5°; Sample (litres): 28";"This is a very in-detail analysis, inclusive of ruderal, wetland, ornamental, aromatic plants. These taxa have been omitted from this table, but can be retrieved online from the attachment to the publication; Modern building works brought to light soil from the Roman age buried at c. 3.4 m from the surface, located about 2 km South-West of Mutina (Anghinetti et al., 2011). A drainage channel and an aqueduct with a settling tank, dating to the 1st century AD, were covered by an alluvial layer at 3.1 m. The layer was then colonised by a woodland, as shown by the presence of large trunks that had fallen, found near stumps. Oaks and elms were identified, and the trunks more than 122 years old were subjected to dendrochrono- logical analyses (see above). Two radiocarbon datings performed on one trunk gave a dating of 319e539 AD (87.1%) and 327e543 AD (92.9%). These data made it possible to establish that the youngest tree rings formed at c. 455e537 AD (Martinelli and Pignatelli,
2013).";Bosi et al 2015;Early Medieval;10.907213064923846;44.63365857670945;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;79;;9;;10;;
121;Modena, Palazzo Vaccari;Urban;Emilia-Romagna;LR;4;4;1.0000;layer 27, 100, sample (litres): 25.7 - early abandonment domus - filling pit spoliation, occupation level;"This is a very in-detail analysis, inclusive of ruderal, wetland, ornamental, aromatic plants. These taxa have been omitted from this table, but can be retrieved online from the attachment to the publication; t was brought to light a domus, originally included in the perimeter of the town of Mutina. The analyzed layers refer to two different LR phases of abandonment, that occurred gradually; perhaps, during the 4th century AD the area was still frequented, while between the 5th and 6th century AD a neglect of the site, testified by waste dumps, took place (Raimondi, 2009; Labate and Raimondi, 2017).";Bosi et al 2019;Late Roman;10.93169927893164;44.6437005360248;2;3;3;1;16;;;;;16;3;1;1;;1;;;;1;;;;3;;;;;;;;;;;;11;;3;;
122;Nago-Torbole;Rural site, villa;Trentino-Alto Adige/Südtirol;LR;3;6;0.2500;visual sampling from a well;;Rottoli 2013;Late Roman;10.886544590892989;45.874108029732234;10;1;5;4;3;75;31;4;;15;1;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Calcinate, loc. Villa Passa, pit (US 122);Rural site, villa;Lombardia;LR;3;4;0.5000;from a water-tank/pit (US 122);;Castiglioni and Rottoli 2016a;Late Roman;9.79826672673438;45.62031310824095;;1;;1;;;;;;2;1;;;;;;;;;;;;6;;;;;;;;;;;;;;;;
124;Calcinate, loc. Campo Musna (US 168);Rural site, villa;Lombardia;LR;-1;6;0.1250;from US 168, a pit with (unrelated) remains of cattle + anthracological remains - Roman structures;;Castiglioni and Rottoli 2016b;Roman;9.803402572092853;45.61031712464418;1;;2;;;;;;;15;;;;;;;;;;;;;108;;;;;;;;;;;;;;10;;
125;Bazzano, Pozzo Casini;Urban;Emilia-Romagna;LR;5;6;0.5000;from a well;;Marchesini et al 2008;Late Roman;11.082577574770152;44.50819047836196;;;;;;;;;;;;;;;;;;;;9;;;11;;;;;;;10;;;;;;;;;
130;San Lorenzo di Sebato, loc. Pichlweise;Necropolis;Trentino-Alto Adige/Südtirol;LR;2;5;0.2500;visual sampling: data coming from inhumations and incinerations, but the data was so scarce that it has been put together by the author compiling this database row.;"This data has to be integrated with Castiglioni and Rottoli in the same volume.
An hypothesis to why this data is scarce is that when the bodies where moved from the pyre to their final destinations seeds where dispersed. ";Negri and Tecchiati 2018;Roman;11.905785018062886;46.78644859007541;;2;1;;4;1;;3;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Filattiera-Sorano, Phase IV;Rural;Toscana;LR;4;5;0.5000;;"Anthracological analyses available; Tr. aestivum/durum is dominating the assemblage with an optimal state of preservation; Conversely with other early medieval sites, in Filattiera Sorano not many taxa of cereals are cultivated. ";Rottoli and Negri 1998;Late Roman;9.92931949408495;44.333323121935315;5976;;;;2;188;;93;;;3;;1;997;36;;;;;;;;17;;;2;;;;;;;;;;;6;1;
