ID;Site;Culture;Type;Chronology;Geo;weight;Region;Macroregion;From Century;To Century;Reference;X;Y;Pigs;Cattle;Caprine;Dom. Fowl;Edible W. Mammals;Fish;Mollusca;Unedible Dom. Mammals;Unedible Wild Mammals
254;Farfa, 10th-12th c.;Medieval;Religious, monastery;EMA;Hill;0.3333;Lazio;Central Italy;10;12;Clark 1997;12.718821773846177;42.22169242508102;680;59;322;0;0;0;;0;0
254;Farfa, 10th-12th c.;Medieval;Religious, monastery;Ma;Hill;0.3333;Lazio;Central Italy;10;12;Clark 1997;12.718821773846177;42.22169242508102;680;59;322;0;0;0;;0;0
254;Farfa, 8th-9th c.;Medieval;Religious, monastery;EMA;Hill;0.5000;Lazio;Central Italy;8;9;Clark 1997;12.718821773846177;42.22169242508102;134;26;96;0;4;0;;2;0
260;Scarlino, 11th-12th c.;Medieval;Castle;Ma;Hilltop;0.5000;Toscana;Central Italy;11;12;Tozzi 1981;10.853153626341236;42.907503959437975;206;18;31;0;14;9;6;3;0
261;Roma, S. Paolo fuori le Mura;Medieval;Religious;Ma;Plain;0.5000;Lazio;Central Italy;11;12;De Grossi Mazzorin 2020;12.476841089290039;41.85923605331615;23;34;44;0;0;0;;0;0
197;San Genesio, Pisa, 11th-mid 13th c.;Frankish;Religious;Ma;Plain;0.3333;Toscana;Central Italy;11;13;Buonincontri n.d.;10.882369732514714;43.69180382830108;62;31;42;4;3;4;;9;0
262;Roma, Caesar Forum, area D - tholos cistern, 1st c. BCE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;-1;-1;Minniti 2014;12.484744595426944;41.89406094896262;10;2;4;3;0;0;3;0;0
262;Roma, Caesar Forum, area D - tholos cistern, 1st c. BCE - 1st c. CE;Roman;Urban;R;Plain;0.5000;Lazio;Central Italy;-1;1;Minniti 2014;12.484744595426944;41.89406094896262;23;6;6;0;0;0;1;0;0
264;Roma, Caesar Forum, area D - tabern X, 1st c. BCE - 1st c. CE;Roman;Urban;R;Plain;0.5000;Lazio;Central Italy;-1;1;Minniti 2014;12.48452743807969;41.89399329044799;31;;1;0;0;0;;0;0
264;Roma, Caesar Forum, area D - tabern X, 5th-6th c. CE;Early Medieval;Urban;LR;Plain;0.5000;Lazio;Central Italy;5;6;Minniti 2014;12.48452743807969;41.89399329044799;10;;63;18;0;0;1;0;0
264;Roma, Caesar Forum, area D - tabern X, 5th-6th c. CE;Early Medieval;Urban;EMA;Plain;0.5000;Lazio;Central Italy;5;6;Minniti 2014;12.48452743807969;41.89399329044799;10;;63;18;0;0;1;0;0
263;Roma, Palatino, Curiae Veteres;Roman;Religious;R;Plain;1.0000;Lazio;Central Italy;-1;-1;Pannella et al 2019;12.490148643342792;41.89009133724003;34;5;14;3;0;1;15;0;0
265;Roma, Carcer Tullianum;Roman;Urban;R;Plain;0.5000;Lazio;Central Italy;-1;1;Minniti 2022;12.484514944134329;41.89333234438681;18;;8;0;0;3;;0;0
266;Roma, Baths of Diocletian, 1st c. CE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;De Grossi Mazzorin and Minniti 2022;12.499284089019167;41.90330197693631;966;48;186;47;9;0;179;1;3
267;Roma, Celio, piazza Celimontana, 1st c. CE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;De Grossi Mazzorin and Minniti 2022;12.495905649286858;41.88697791498205;34;2;4;3;0;0;;0;0
267;Roma, Celio, piazza Celimontana, pit 3.2, 1st c. BCE - 1st c. CE;Early Medieval;Urban;LR;Plain;1.0000;Lazio;Central Italy;5;6;Brancazi 2017;12.495905649286858;41.88697791498205;;;0;0;0;83;23;0;0
267;Roma, Celio, piazza Celimontana, pit 3.2, 1st c. BCE - 1st c. CE;Early Medieval;Urban;EMA;Plain;1.0000;Lazio;Central Italy;5;6;Brancazi 2017;12.495905649286858;41.88697791498205;;;0;0;0;83;23;0;0
267;Roma, Celio, piazza Celimontana, 2nd c. CE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;2;2;De Grossi Mazzorin and Minniti 2022;12.495905649286858;41.88697791498205;120;1;42;7;0;0;;0;0
183;Roma, Colosseum, Commodus passage, 1st-2nd c. CE;Late Roman;Urban, amphitheater;R;Plain;0.5000;Lazio;Central Italy;1;2;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;24;1;3;0;0;0;;0;0
183;Roma, Colosseum, Commodus passage, 7th c.;Early Medieval;Urban, amphitheater;EMA;Plain;1.0000;Lazio;Central Italy;7;7;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;16;4;25;14;3;1;;7;0
183;Roma, Colosseum, Commodus passage, 8th-9th c. CE;Early Medieval;Urban, amphitheater;EMA;Plain;0.5000;Lazio;Central Italy;8;9;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;18;5;14;10;0;2;11;0;0
183;Roma, Colosseum, Commodus passage, 9th-10th c. CE;Early Medieval;Urban, amphitheater;EMA;Plain;0.5000;Lazio;Central Italy;9;10;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;53;5;20;12;6;4;;0;0
183;Roma, Colosseum, underground corridors;Late Roman;Urban, amphitheater;R;Plain;0.5000;Lazio;Central Italy;1;2;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;42;8;10;9;5;2;2;1;0
186;Roma, Gianicolo, via Sacchi, 1st c. CE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;De Grossi Mazzorin and Minniti 2022;12.467537733926948;41.88652970427762;46;142;11;0;0;0;;0;0
183;Roma, Colosseum, Cuneo IX, 2nd c.;Roman;Urban, amphitheater;R;Plain;1.0000;Lazio;Central Italy;2;2;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;110;3;10;16;0;3;2;1;1
269;Roma, Elagabalus thermae, US 4194;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;2;2;De Grossi Mazzorin and Minniti 2022;12.489798531449997;41.890765477477025;227;5;18;44;0;3;15;0;0
270;Roma, Constantine Arch, 1st c. CE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;De Grossi Mazzorin and Minniti 2022;12.490708031853348;41.88981727290074;38;6;5;0;1;0;;1;0
270;Roma, Constantine Arch, 2nd c. CE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;2;2;De Grossi Mazzorin and Minniti 2022;12.490708031853348;41.88981727290074;195;16;20;0;1;0;18;0;0
183;"Roma, Colosseum, ""manifolds"", 2nd-5th c.";Roman;Urban, amphitheater;R;Plain;0.2500;Lazio;Central Italy;2;5;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;638;25;154;68;0;5;;44;0
183;"Roma, Colosseum, ""manifolds"", 2nd-5th c.";Roman;Urban, amphitheater;LR;Plain;0.2500;Lazio;Central Italy;2;5;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;638;25;154;68;0;5;;44;0
183;"Roma, Colosseum, ""manifolds"", 3rd-5th c.";Roman;Urban, amphitheater;R;Plain;0.3333;Lazio;Central Italy;3;5;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;297;16;61;125;0;0;;139;0
183;"Roma, Colosseum, ""manifolds"", 3rd-5th c.";Roman;Urban, amphitheater;LR;Plain;0.3333;Lazio;Central Italy;3;5;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;297;16;61;125;0;0;;139;0
183;"Roma, Colosseum, ""manifolds"", 4th-5th c.";Roman;Urban, amphitheater;R;Plain;0.5000;Lazio;Central Italy;4;5;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;453;58;151;160;0;0;;56;0
183;"Roma, Colosseum, ""manifolds"", 4th-5th c.";Roman;Urban, amphitheater;LR;Plain;0.5000;Lazio;Central Italy;4;5;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;453;58;151;160;0;0;;56;0
183;"Roma, Colosseum, ""manifolds"", 2nd-3rd c.";Roman;Urban, amphitheater;R;Plain;0.5000;Lazio;Central Italy;2;3;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;437;27;91;29;0;0;;27;0
183;"Roma, Colosseum, ""manifolds"", 2nd-3rd c.";Roman;Urban, amphitheater;LR;Plain;0.5000;Lazio;Central Italy;2;3;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;437;27;91;29;0;0;;27;0
183;Roma, Colosseum, Arch LXVIII;Roman;Urban, amphitheater;LR;Plain;1.0000;Lazio;Central Italy;3;3;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;190;3;15;22;9;6;;0;1
183;Roma, Colosseum, Cuneo XXXIII;Late Roman;Urban, amphitheater;LR;Plain;1.0000;Lazio;Central Italy;3;3;Delfino and Minniti 2005;12.492193352835693;41.89032596815622;385;4;49;38;2;70;33;3;0
65;"Roma, Crypta Balbi ""Mitreo"", 5th c.";Late Roman;Religious;LR;Plain;1.0000;Lazio;Central Italy;5;5;De Grossi Mazzorin and Minniti 2022;12.478576422658119;41.89505668612712;218;16;46;68;3;4;;5;0
183;Roma, Colosseum, Cuneo IX, 5th-6th c.;Late Roman;Urban, amphitheater;LR;Plain;0.5000;Lazio;Central Italy;5;6;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;23;;3;2;0;0;;0;0
183;Roma, Colosseum, Cuneo IX, 5th-6th c.;Late Roman;Urban, amphitheater;EMA;Plain;0.5000;Lazio;Central Italy;5;6;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;23;;3;2;0;0;;0;0
183;Roma, Colosseum, Cuneo IX, 3rd-4th c.;Late Roman;Urban, amphitheater;LR;Plain;0.5000;Lazio;Central Italy;3;4;De Grossi Mazzorin and Minniti 2022;12.492193352835693;41.89032596815622;114;2;6;16;0;2;;0;0
268;Roma, Colosseum square;Medieval;Urban;Ma;Plain;1.0000;Lazio;Central Italy;11;11;De Grossi Mazzorin and Minniti 2022;12.490714109749376;41.890203890215695;126;46;124;16;3;0;;27;0
271;Gabii, Tincu house, phase B2;Roman;Urban;R;Plain;0.5000;Lazio;Central Italy;-2;-1;Opitz et al 2016;12.716688792765416;41.88642597902676;129;68;108;8;9;1;20;1;0
271;Gabii, Tincu house, phase B3;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;Opitz et al 2016;12.716688792765416;41.88642597902676;266;50;190;25;37;1;37;42;2
272;Ostia, Regio IV, caupona;Roman;Urban;LR;Coast;0.3333;Lazio;Central Italy;3;5;De Grossi Mazzorin and Minniti 2022;12.285527639907581;41.7512342418454;17;;3;1;0;5;21;0;0
273;Castrum Sancti Pauli, 11th-12th c.;Medieval;Castrum;Ma;Plain;0.5000;Lazio;Central Italy;11;12;De Grossi Mazzorin and Minniti 2022;12.47624027112187;41.858301112210704;23;33;29;0;3;0;;1;0
273;Castrum Sancti Pauli, 8th-9th c.;Early Medieval;Castrum;EMA;Plain;0.5000;Lazio;Central Italy;8;9;De Grossi Mazzorin and Minniti 2022;12.47624027112187;41.858301112210704;27;4;8;0;0;0;1;0;0
249;Villa Magna, monastic village, 10th-13th c.;Medieval;Rural;Ma;Hill;0.2500;Lazio;Central Italy;9;13;Holt 2016b;13.112407048036301;41.68141381604245;125;41;65;9;3;1;;6;0
249;Villa Magna, Roman slave barracks;Roman;Rural site, villa;R;Hill;0.3333;Lazio;Central Italy;2;4;Holt 2016d;13.112407048036301;41.68141381604245;54;1;11;0;1;0;;1;1
249;Villa Magna, Roman slave barracks;Roman;Rural site, villa;LR;Hill;0.3333;Lazio;Central Italy;2;4;Holt 2016d;13.112407048036301;41.68141381604245;54;1;11;0;1;0;;1;1
301;Lugnano, 1st-3rd c. CE;Roman;Rural site, villa;R;Hill;0.3333;Umbria;Central Italy;1;3;Trentacoste et al 2021;12.332254789041455;42.5761807820264;13;3;5;0;0;0;;0;0
301;Lugnano, 1st-3rd c. CE;Roman;Rural site, villa;LR;Hill;0.3333;Umbria;Central Italy;1;3;Trentacoste et al 2021;12.332254789041455;42.5761807820264;13;3;5;0;0;0;;0;0
301;Lugnano, 4th-5th c. CE;Late Roman;Rural site, villa;LR;Hill;0.5000;Umbria;Central Italy;4;5;Trentacoste et al 2021;12.332254789041455;42.5761807820264;296;50;86;0;0;0;;0;0
305;Macchia delle Valli, Temple of Demetra;Roman;Religious;R;Hill;0.2000;Lazio;Central Italy;-3;2;Cerilli 2010;12.065614140264284;42.288440937296;15;3;3;0;0;0;;0;0
306;Spolverino, 1st-2nd c. CE;Roman;Rural;R;Coast;0.5000;Toscana;Central Italy;1;2;Aniceti et al 2021;11.068136976261151;42.68724891951149;13;1;2;7;1;0;;2;0
306;Spolverino, 3rd c. CE;Late Roman;Rural;LR;Coast;1.0000;Toscana;Central Italy;3;3;Aniceti et al 2021;11.068136976261151;42.68724891951149;36;5;10;7;12;0;;5;0
306;Spolverino, 4th-6th c. CE;Late Roman;Rural;LR;Coast;0.3333;Toscana;Central Italy;4;6;Aniceti et al 2021;11.068136976261151;42.68724891951149;30;13;19;25;27;0;;22;0
306;Spolverino, 4th-6th c. CE;Late Roman;Rural;EMA;Coast;0.3333;Toscana;Central Italy;4;6;Aniceti et al 2021;11.068136976261151;42.68724891951149;30;13;19;25;27;0;;22;0
307;Populonia, 2nd-1st c. BCE;Roman;Urban;R;Coast;0.5000;Toscana;Central Italy;-2;-1;Minniti and De Grossi Mazzorin 2010;10.489805880005179;42.9876704339406;9;5;13;0;1;0;1;1;1
307;Populonia, 1st c. BCE;Roman;Urban;R;Coast;1.0000;Toscana;Central Italy;-1;-1;Minniti and De Grossi Mazzorin 2010;10.489805880005179;42.9876704339406;47;20;46;2;11;0;21;3;0
307;Populonia, 1st c. CE;Roman;Urban;R;Coast;1.0000;Toscana;Central Italy;1;1;Minniti and De Grossi Mazzorin 2010;10.489805880005179;42.9876704339406;72;56;76;0;5;0;29;1;0
308;Monte Li Santi;Roman;Religious;R;Hill;0.5000;Lazio;Central Italy;-2;-1;Trentacoste et al 2021;12.41556544034813;42.208807901386365;3;20;16;0;0;0;;0;0
309;Musarna, Phase VI;Roman;Rural;R;Hill;0.5000;Lazio;Central Italy;-2;-1;Banducci 2021;11.97512610699556;42.427018802046625;175;19;128;38;7;1;;0;0
50;Herdonia, Phase IVD;Early Medieval;Urban;LR;Plain;0.3333;Puglia;Southern Italy;5;7;Buglione et al 2015;15.623393862979581;41.31055375187195;387;947;665;30;39;0;52;118;3
50;Herdonia, Phase IVD;Early Medieval;Urban;EMA;Plain;0.3333;Puglia;Southern Italy;5;7;Buglione et al 2015;15.623393862979581;41.31055375187195;387;947;665;30;39;0;52;118;3
50;Herdonia, Phase VA;Medieval;Rural;EMA;Plain;0.2500;Puglia;Southern Italy;7;10;Buglione and De Venuto 2008;15.623393862979581;41.31055375187195;264;780;712;147;33;0;18;142;0
50;Herdonia, Phase VIB-VIC;Medieval;Rural;Ma;Plain;0.3333;Puglia;Southern Italy;11;13;Buglione and De Venuto 2008;15.623393862979581;41.31055375187195;32;119;85;16;0;0;1;8;0
51;Monteodorisio;Medieval;Castle;EMA;Hilltop;0.3333;Abruzzo;Southern Italy;10;12;De Venuto 2009;14.650818627188947;42.08621996579883;679;345;420;33;49;0;25;192;19
51;Monteodorisio;Medieval;Castle;Ma;Hilltop;0.3333;Abruzzo;Southern Italy;10;12;De Venuto 2009;14.650818627188947;42.08621996579883;679;345;420;33;49;0;25;192;19
54;S. Salvo - Phase A;Early Medieval;Religious, monastery;EMA;Hill;0.3333;Abruzzo;Southern Italy;6;8;De Grossi Mazzorin and De Venuto 2006;14.731490018188634;42.045670739024004;19;33;31;5;4;0;;0;0
54;S. Salvo - Phase A'';Early Medieval;Religious, monastery;EMA;Hill;0.5000;Abruzzo;Southern Italy;8;9;De Grossi Mazzorin and De Venuto 2006;14.731490018188634;42.045670739024004;250;1;5;0;4;0;;3;0
55;Grumentum - Temple D;Roman;Religious;R;Hilltop;0.1250;Basilicata;Southern Italy;-2;5;Scavone 2013;15.907475314167465;40.28583572754912;213;112;292;5;30;5;33;8;0
55;Grumentum - Temple D;Roman;Religious;LR;Hilltop;0.1250;Basilicata;Southern Italy;-2;5;Scavone 2013;15.907475314167465;40.28583572754912;213;112;292;5;30;5;33;8;0
56;Grumentum - Temple C;Roman;Religious;R;Hilltop;1.0000;Basilicata;Southern Italy;1;1;Bellucci et al 2016;15.906964854992028;40.28573463363629;307;59;265;24;79;4;;15;0
58;Alife, Cryptoporticus - Phase II;Roman;Urban;R;Plain;0.5000;Campania;Southern Italy;1;2;Carannante et al 2012;14.333304762993402;41.32874704497339;206;15;26;8;7;0;532;1;0
58;Alife, Cryptoporticus - Phase III;Late Roman;Urban;LR;Plain;1.0000;Campania;Southern Italy;3;3;Carannante et al 2012;14.333304762993402;41.32874704497339;64;2;15;8;32;0;346;0;0
58;Alife, Cryptoporticus - Phase IV;Late Roman;Urban;LR;Plain;0.5000;Campania;Southern Italy;3;4;Carannante et al 2012;14.333304762993402;41.32874704497339;425;2;22;47;48;0;440;0;0
58;Alife, Cryptoporticus - Phase V;Early Medieval;Urban;LR;Plain;0.3333;Campania;Southern Italy;5;7;Carannante et al 2012;14.333304762993402;41.32874704497339;100;39;30;11;10;0;18;9;0
58;Alife, Cryptoporticus - Phase V;Early Medieval;Urban;EMA;Plain;0.3333;Campania;Southern Italy;5;7;Carannante et al 2012;14.333304762993402;41.32874704497339;100;39;30;11;10;0;18;9;0
59;Alife, amphitheatre;Early Medieval;Urban;EMA;Plain;0.2500;Campania;Southern Italy;8;11;Carannante et al 2012;14.335235382071245;41.32582078619008;414;139;38;3;123;0;;46;6
59;Alife, amphitheatre;Early Medieval;Urban;Ma;Plain;0.2500;Campania;Southern Italy;8;11;Carannante et al 2012;14.335235382071245;41.32582078619008;414;139;38;3;123;0;;46;6
63;Mondragone, loc. Arivito;Early Medieval;Rural;EMA;Coast;0.5000;Campania;Southern Italy;7;8;Arthur et al 1989;13.931172674009794;41.14835316975101;;23;0;18;1;0;;65;0
64;San Giacomo degli Schiavoni, layer C;Late Roman;Rural site, villa;LR;Plain;1.0000;Molise;Southern Italy;5;5;Albarella 1990;14.957608360013417;41.96050070054238;63;31;111;24;7;0;;210;0
64;San Giacomo degli Schiavoni, layer D;Late Roman;Rural site, villa;LR;Plain;1.0000;Molise;Southern Italy;4;4;Albarella 1990;14.957608360013417;41.96050070054238;29;8;36;13;7;0;;8;0
98;S. Maria in Cività, D85;Early Medieval;Urban;EMA;Hilltop;0.2500;Molise;Southern Italy;6;9;Hodges et al 1980;14.81559846145632;41.80352728910525;427;236;870;0;37;2;;29;0
101;Supersano, loc. Scorpo;Byzantine;Rural;EMA;Plain;0.5000;Puglia;Southern Italy;7;8;De Grossi Mazzorin 2011;18.23607367470956;40.03794944922776;65;49;62;6;7;0;;13;0
104;Vacchereccia, Rocchetta Nuova;Early Medieval;Castle;LR;Mountain;0.1250;Campania;Southern Italy;4;11;Hodges 1984;14.087398955528702;41.62382991087129;60;120;68;0;0;0;;10;0
104;Vacchereccia, Rocchetta Nuova;Early Medieval;Castle;EMA;Mountain;0.1250;Campania;Southern Italy;4;11;Hodges 1984;14.087398955528702;41.62382991087129;60;120;68;0;0;0;;10;0
104;Vacchereccia, Rocchetta Nuova;Early Medieval;Castle;Ma;Mountain;0.1250;Campania;Southern Italy;4;11;Hodges 1984;14.087398955528702;41.62382991087129;60;120;68;0;0;0;;10;0
107;S. Giovanni di Ruoti, Phase 1;Roman;Rural site, villa;R;Mountain;0.3333;Basilicata;Southern Italy;1;3;MacKinnon 2002;15.669902140170347;40.73911711017891;108;16;35;16;7;0;3;7;0
107;S. Giovanni di Ruoti, Phase 1;Roman;Rural site, villa;LR;Mountain;0.3333;Basilicata;Southern Italy;1;3;MacKinnon 2002;15.669902140170347;40.73911711017891;108;16;35;16;7;0;3;7;0
107;S. Giovanni di Ruoti, Phase 2;Late Roman;Rural site, villa;LR;Mountain;1.0000;Basilicata;Southern Italy;4;4;MacKinnon 2002;15.669902140170347;40.73911711017891;411;59;164;36;24;9;20;154;0
107;S. Giovanni di Ruoti, Phase 3A;Late Roman;Rural site, villa;LR;Mountain;1.0000;Basilicata;Southern Italy;5;5;MacKinnon 2002;15.669902140170347;40.73911711017891;612;59;251;24;79;1;104;13;0
107;S. Giovanni di Ruoti, Phase 3B;Late Roman;Rural site, villa;LR;Mountain;0.5000;Basilicata;Southern Italy;5;6;MacKinnon 2002;15.669902140170347;40.73911711017891;6677;544;1542;204;628;54;770;91;0
107;S. Giovanni di Ruoti, Phase 3B;Late Roman;Rural site, villa;EMA;Mountain;0.5000;Basilicata;Southern Italy;5;6;MacKinnon 2002;15.669902140170347;40.73911711017891;6677;544;1542;204;628;54;770;91;0
50;Herdonia;Late Roman;Urban;LR;Plain;0.5000;Puglia;Southern Italy;4;5;Buglione et al 2015;15.623393862979581;41.31055375187195;216;375;446;45;35;0;30;74;0
110;San Giusto, L4-M5;Late Roman;Rural;LR;Plain;0.5000;Puglia;Southern Italy;4;5;Buglione et al 2015;15.425671692698556;41.43834997687147;30;5;30;18;3;0;59;3;1
110;San Giusto, L5-M6;Late Roman;Rural;LR;Plain;0.5000;Puglia;Southern Italy;5;6;Buglione et al 2015;15.425671692698556;41.43834997687147;48;4;65;19;0;0;3;7;0
110;San Giusto, L5-M6;Late Roman;Rural;EMA;Plain;0.5000;Puglia;Southern Italy;5;6;Buglione et al 2015;15.425671692698556;41.43834997687147;48;4;65;19;0;0;3;7;0
110;San Giusto, L6;Early Medieval;Rural;EMA;Plain;1.0000;Puglia;Southern Italy;6;6;Buglione et al 2015;15.425671692698556;41.43834997687147;108;37;111;0;6;0;;0;0
111;Canosa, Colle di San Pietro, L6-7;Early Medieval;Urban;EMA;Hill;0.5000;Puglia;Southern Italy;6;7;Buglione et al 2015;16.064754229656327;41.21692435884309;58;20;69;27;5;0;18;12;0
111;Canosa, Colle di San Pietro, L7-8;Early Medieval;Urban;EMA;Hill;0.5000;Puglia;Southern Italy;7;8;Buglione et al 2015;16.064754229656327;41.21692435884309;401;99;472;121;45;0;32;11;0
111;Canosa, Colle di San Pietro, 9-10;Medieval;Urban;EMA;Hill;0.5000;Puglia;Southern Italy;9;10;Buglione et al 2015;16.064754229656327;41.21692435884309;409;183;1031;365;19;12;76;28;0
126;Pollena Trocchia, Masseria de Carolis, Pre-Eruption phase;Late Roman;Rural site, villa;LR;Plain;1.0000;Campania;Southern Italy;5;5;De Simone and De Luca 2012;14.376089138099506;40.86668372561478;450;18;200;0;118;0;;66;0
131;Egnatia, Portico square;Late Roman;Urban;LR;Coast;0.5000;Puglia;Southern Italy;5;6;Buglione et al 2012;17.39078690854877;40.88815301574253;145;217;311;16;9;1;17;82;0
131;Egnatia, Portico square;Late Roman;Urban;EMA;Coast;0.5000;Puglia;Southern Italy;5;6;Buglione et al 2012;17.39078690854877;40.88815301574253;145;217;311;16;9;1;17;82;0
131;Egnatia, area south of via Traiana;Late Roman;Urban;LR;Coast;0.5000;Puglia;Southern Italy;5;6;Buglione et al 2012;17.39078690854877;40.88815301574253;81;93;137;46;14;0;14;13;0
157;Alba Fucens, Sanctuary of Hercules;Byzantine;Religious;EMA;Hilltop;1.0000;Abruzzo;Southern Italy;6;6;Cerilli and Ceccaroni 2016;13.4113392292331;42.08007815096871;137;2968;119;0;27;0;;184;0
158;Castle of Scribla;Norman;Castle;Ma;Hilltop;0.5000;Calabria;Southern Italy;11;12;Beck Bossard et al 1981;16.294796246854673;39.71580316415662;23;22;26;14;20;0;;2;0
172;Satriano;Norman;Castrum;EMA;Hilltop;0.1429;Basilicata;Southern Italy;9;15;Whitehouse 1970;15.63783456241155;40.57042538734503;55;38;88;0;8;0;;19;0
172;Satriano;Norman;Castrum;Ma;Hilltop;0.1429;Basilicata;Southern Italy;9;15;Whitehouse 1970;15.63783456241155;40.57042538734503;55;38;88;0;8;0;;19;0
173;Pompei, VII, 16 (Ins. Occ. 22) Casa di Marco Fabio Rufo;Roman;Urban;R;Coast;0.3333;Campania;Southern Italy;-1;1;Carannante et al 2009;14.483082756934495;40.75032766153801;800;152;309;6;29;2;167;6;0
177;San Vincenzo al Volturno, kitchen area;Early Medieval;Religious, monastery;EMA;Hill;1.0000;Molise;Southern Italy;9;9;Carannante et al 2007;14.087630727003582;41.64988907359276;310;20;162;56;50;1912;3;5;0
177;San Vincenzo al Volturno, workshops midden;Early Medieval;Religious, monastery;EMA;Hill;1.0000;Molise;Southern Italy;9;9;Gill 2011;14.087630727003582;41.64988907359276;1876;1104;935;0;86;0;;86;0
179;Masseria Quattro Macine;Byzantine;Rural;EMA;Plain;0.5000;Puglia;Southern Italy;10;11;Arthur et al 1996;18.40410126244351;40.11867704348056;36;18;47;10;0;1;;14;0
179;Masseria Quattro Macine;Byzantine;Rural;Ma;Plain;0.5000;Puglia;Southern Italy;10;11;Arthur et al 1996;18.40410126244351;40.11867704348056;36;18;47;10;0;1;;14;0
193;Vaccarizza, late Byzantine age;Byzantine;Castle;EMA;Hilltop;0.5000;Puglia;Southern Italy;10;11;De Venuto 2010;15.385710182089438;41.40275935424335;1018;98;406;1017;79;115;;0;0
193;Vaccarizza, late Byzantine age;Byzantine;Castle;Ma;Hilltop;0.5000;Puglia;Southern Italy;10;11;De Venuto 2010;15.385710182089438;41.40275935424335;1018;98;406;1017;79;115;;0;0
193;Vaccarizza, Norman age;Norman;Castle;Ma;Hilltop;0.3333;Puglia;Southern Italy;11;13;De Venuto 2010;15.385710182089438;41.40275935424335;982;202;519;203;76;30;;0;0
194;Acquachiara, Trench 10000, Early Imperial Phase;Roman;Rural;R;Mountain;0.5000;Abruzzo;Southern Italy;1;2;MacKinnon 2009;14.407341375639954;42.00487328893356;23;2;16;14;0;0;4;0;0
194;Acquachiara, Trench 10000, Late Imperial Phase;Roman;Rural;R;Mountain;0.5000;Abruzzo;Southern Italy;2;3;MacKinnon 2009;14.407341375639954;42.00487328893356;5;2;3;4;0;0;1;1;0
194;Acquachiara, Trench 10000, Late Imperial Phase;Roman;Rural;LR;Mountain;0.5000;Abruzzo;Southern Italy;2;3;MacKinnon 2009;14.407341375639954;42.00487328893356;5;2;3;4;0;0;1;1;0
50;Herdonia, 4th - E5th c.;Late Roman;Urban;LR;Plain;0.5000;Puglia;Southern Italy;4;5;Buglione 2012;15.623393862979581;41.31055375187195;216;375;446;45;35;0;30;74;0
196;Faragola, 4th c.;Late Roman;Rural site, villa;LR;Plain;1.0000;Puglia;Southern Italy;4;4;Buglione 2012;15.560001469193985;41.22830663491206;96;2;30;57;11;0;17;1;0
196;Faragola, 5th c.;Late Roman;Rural site, villa;LR;Plain;1.0000;Puglia;Southern Italy;5;5;Buglione 2012;15.560001469193985;41.22830663491206;174;7;47;19;12;2;69;0;0
200;Salapia, Insula XII, amb. 4, phase V B;Early Medieval;Urban;EMA;Coast;1.0000;Puglia;Southern Italy;6;6;De Venuto and Pizzarelli 2022;15.997292733316364;41.400097003336256;21;178;232;14;2;0;2;36;0
200;Salapia, Insula XII, amb. 22, phase V B;Early Medieval;Urban;EMA;Coast;1.0000;Puglia;Southern Italy;6;6;De Venuto and Pizzarelli 2022;15.997292733316364;41.400097003336256;40;256;139;13;2;1;9;14;0
200;Salapia, huts, amb. 4, phase VI A;Early Medieval;Urban;EMA;Coast;0.5000;Puglia;Southern Italy;6;7;De Venuto and Pizzarelli 2022;15.997292733316364;41.400097003336256;2;70;57;7;2;0;5;5;0
200;Salapia, huts abandonment, amb. 4;Early Medieval;Urban;EMA;Coast;1.0000;Puglia;Southern Italy;7;7;De Venuto and Pizzarelli 2022;15.997292733316364;41.400097003336256;0;14;12;1;0;0;;0;0
